1,2025-02-10 11:12:13.122000,Daždivé,12.5,2025-02-10 11:42:13.122000,Oblačno
1668,2024-07-02 01:00:00.000000,Dusno,34.7,2024-07-02 10:41:00.000000,Letná búrka
1669,2024-02-16 01:00:00.000000,Husté sneženie,-4.8,2024-02-16 09:55:00.000000,Poľadovica
1670,2024-10-27 01:00:00.000000,Veterno,1.8,2024-10-27 12:09:00.000000,Zamračené
1671,2024-05-04 01:00:00.000000,Hmla,15.1,2024-05-04 12:12:00.000000,Dážď
1672,2025-01-02 01:00:00.000000,Husté sneženie,3.6,2025-01-02 10:51:00.000000,Poľadovica
1673,2024-11-03 01:00:00.000000,Hmla,7.6,2024-11-03 13:39:00.000000,Daždivo
1674,2024-10-07 01:00:00.000000,Veterno,0.7,2024-10-07 08:17:00.000000,Zamračené
1675,2024-12-11 01:00:00.000000,Zamračené,2.3,2024-12-11 06:22:00.000000,Sneženie
1676,2024-08-12 01:00:00.000000,Horúčavy,17.3,2024-08-12 16:53:00.000000,Dusno
1677,2024-03-12 01:00:00.000000,Polooblačno,11.7,2024-03-12 06:36:00.000000,Búrky
1678,2024-07-18 01:00:00.000000,Slnečno,26.9,2024-07-18 13:40:00.000000,Horúčavy
1679,2024-10-06 01:00:00.000000,Zamračené,12.7,2024-10-06 11:32:00.000000,Mierne sneženie
1680,2024-10-05 01:00:00.000000,Zamračené,1.9,2024-10-05 11:53:00.000000,Mierne sneženie
1681,2024-03-22 01:00:00.000000,Polooblačno,4.7,2024-03-22 14:33:00.000000,Búrky
1682,2024-03-26 01:00:00.000000,Prehánky,10.3,2024-03-26 06:11:00.000000,Polooblačno
1683,2024-12-02 01:00:00.000000,Zamračené,2.5,2024-12-02 09:08:00.000000,Sneženie
1684,2025-01-24 01:00:00.000000,Poľadovica,-1.3,2025-01-24 15:19:00.000000,Zamračené
1685,2024-03-25 01:00:00.000000,Prehánky,10.9,2024-03-25 11:03:00.000000,Polooblačno
1686,2024-02-13 01:00:00.000000,Zamračené,-7.7,2024-02-13 16:43:00.000000,Sneženie
1687,2024-06-13 01:00:00.000000,Horúčavy,15.4,2024-06-13 17:38:00.000000,Dusno
1688,2024-04-23 01:00:00.000000,Polooblačno,14.1,2024-04-23 12:21:00.000000,Búrky
1689,2024-03-17 01:00:00.000000,Búrky,0.8,2024-03-17 15:17:00.000000,Hmla
1690,2024-12-26 01:00:00.000000,Sneženie,4.6,2024-12-26 06:06:00.000000,Mráz
1691,2024-04-19 01:00:00.000000,Prehánky,17.8,2024-04-19 08:34:00.000000,Polooblačno
1692,2024-12-26 01:00:00.000000,Mráz,-6.4,2024-12-26 14:27:00.000000,Husté sneženie
1693,2024-06-29 01:00:00.000000,Letná búrka,26.7,2024-06-29 15:01:00.000000,Sucho
1694,2024-12-05 01:00:00.000000,Mráz,-7.1,2024-12-05 11:00:00.000000,Husté sneženie
1695,2024-08-09 01:00:00.000000,Dusno,17.2,2024-08-09 12:34:00.000000,Letná búrka
1696,2025-01-10 01:00:00.000000,Zamračené,3.4,2025-01-10 13:17:00.000000,Sneženie
1697,2024-10-01 01:00:00.000000,Zamračené,12.6,2024-10-01 16:40:00.000000,Mierne sneženie
1698,2024-11-14 01:00:00.000000,Zamračené,12.3,2024-11-14 12:14:00.000000,Mierne sneženie
1699,2024-08-03 01:00:00.000000,Letná búrka,21.5,2024-08-03 13:12:00.000000,Sucho
1700,2024-03-05 01:00:00.000000,Polooblačno,6,2024-03-05 17:40:00.000000,Búrky
1701,2024-10-23 01:00:00.000000,Hmla,8.6,2024-10-23 06:32:00.000000,Daždivo
1702,2024-08-06 01:00:00.000000,Dusno,21,2024-08-06 09:56:00.000000,Letná búrka
1703,2024-04-28 01:00:00.000000,Hmla,17.2,2024-04-28 17:53:00.000000,Dážď
1704,2024-06-06 01:00:00.000000,Letná búrka,22.3,2024-06-06 11:46:00.000000,Sucho
1705,2024-09-12 01:00:00.000000,Veterno,1.6,2024-09-12 10:20:00.000000,Zamračené
1706,2024-05-08 01:00:00.000000,Polooblačno,17,2024-05-08 14:21:00.000000,Búrky
1707,2024-04-24 01:00:00.000000,Búrky,15.8,2024-04-24 10:54:00.000000,Hmla
1708,2024-09-17 01:00:00.000000,Veterno,3.8,2024-09-17 10:04:00.000000,Zamračené
1709,2025-01-31 01:00:00.000000,Poľadovica,-5,2025-01-31 09:45:00.000000,Zamračené
1710,2024-11-09 01:00:00.000000,Mierne sneženie,6,2024-11-09 15:32:00.000000,Hmla
1711,2024-06-20 01:00:00.000000,Sucho,32.9,2024-06-20 06:24:00.000000,Slnečno
1712,2024-12-12 01:00:00.000000,Husté sneženie,3.7,2024-12-12 16:19:00.000000,Poľadovica
1713,2024-07-13 01:00:00.000000,Dusno,30.4,2024-07-13 10:29:00.000000,Letná búrka
1714,2024-07-28 01:00:00.000000,Horúčavy,38.8,2024-07-28 17:53:00.000000,Dusno
1715,2024-07-27 01:00:00.000000,Horúčavy,19.7,2024-07-27 08:27:00.000000,Dusno
1716,2024-08-21 01:00:00.000000,Slnečno,37.2,2024-08-21 06:36:00.000000,Horúčavy
1717,2024-10-16 01:00:00.000000,Veterno,6.8,2024-10-16 08:20:00.000000,Zamračené
1718,2025-01-12 01:00:00.000000,Mráz,-14.3,2025-01-12 10:16:00.000000,Husté sneženie
1719,2024-10-12 01:00:00.000000,Zamračené,14.1,2024-10-12 16:56:00.000000,Mierne sneženie
1720,2024-08-05 01:00:00.000000,Letná búrka,24.3,2024-08-05 15:01:00.000000,Sucho
1721,2024-03-28 01:00:00.000000,Polooblačno,13.1,2024-03-28 11:57:00.000000,Búrky
1722,2024-04-24 01:00:00.000000,Prehánky,5.2,2024-04-24 08:00:00.000000,Polooblačno
1723,2024-08-24 01:00:00.000000,Sucho,26.9,2024-08-24 14:59:00.000000,Slnečno
1724,2024-04-23 01:00:00.000000,Prehánky,8.9,2024-04-23 14:22:00.000000,Polooblačno
1725,2024-12-03 01:00:00.000000,Mráz,-4,2024-12-03 15:36:00.000000,Husté sneženie
1726,2024-10-18 01:00:00.000000,Daždivo,8.9,2024-10-18 17:37:00.000000,Veterno
1727,2024-07-23 01:00:00.000000,Sucho,20.6,2024-07-23 13:30:00.000000,Slnečno
1728,2024-04-12 01:00:00.000000,Prehánky,8.7,2024-04-12 13:55:00.000000,Polooblačno
1729,2024-11-21 01:00:00.000000,Daždivo,9,2024-11-21 12:53:00.000000,Veterno
1730,2024-12-13 01:00:00.000000,Mráz,-12,2024-12-13 06:26:00.000000,Husté sneženie
1731,2024-12-07 01:00:00.000000,Sneženie,1,2024-12-07 10:08:00.000000,Mráz
1732,2024-12-15 01:00:00.000000,Mráz,-10.3,2024-12-15 07:38:00.000000,Husté sneženie
1733,2025-01-08 01:00:00.000000,Husté sneženie,-1.5,2025-01-08 13:36:00.000000,Poľadovica
1734,2024-09-18 01:00:00.000000,Mierne sneženie,7.2,2024-09-18 08:27:00.000000,Hmla
1735,2024-05-10 01:00:00.000000,Búrky,5.6,2024-05-10 14:39:00.000000,Hmla
1736,2024-05-22 01:00:00.000000,Polooblačno,5.5,2024-05-22 06:49:00.000000,Búrky
1737,2024-03-03 01:00:00.000000,Prehánky,3.2,2024-03-03 14:00:00.000000,Polooblačno
1738,2024-08-20 01:00:00.000000,Letná búrka,36,2024-08-20 11:18:00.000000,Sucho
1739,2024-11-23 01:00:00.000000,Daždivo,11.7,2024-11-23 08:54:00.000000,Veterno
1740,2025-01-05 01:00:00.000000,Husté sneženie,-0.5,2025-01-05 08:01:00.000000,Poľadovica
1741,2024-09-04 01:00:00.000000,Daždivo,6.2,2024-09-04 06:01:00.000000,Veterno
1742,2024-04-01 01:00:00.000000,Polooblačno,5,2024-04-01 14:37:00.000000,Búrky
1743,2024-09-12 01:00:00.000000,Veterno,3.6,2024-09-12 08:06:00.000000,Zamračené
1744,2024-10-18 01:00:00.000000,Daždivo,12,2024-10-18 14:25:00.000000,Veterno
1745,2024-11-25 01:00:00.000000,Hmla,6.1,2024-11-25 13:58:00.000000,Daždivo
1746,2024-05-30 01:00:00.000000,Prehánky,15.9,2024-05-30 08:44:00.000000,Polooblačno
1747,2025-01-20 01:00:00.000000,Poľadovica,3,2025-01-20 08:38:00.000000,Zamračené
1748,2024-12-08 01:00:00.000000,Husté sneženie,-12.2,2024-12-08 16:47:00.000000,Poľadovica
1749,2025-01-26 01:00:00.000000,Mráz,-12.3,2025-01-26 12:43:00.000000,Husté sneženie
1750,2024-03-14 01:00:00.000000,Búrky,12.1,2024-03-14 10:09:00.000000,Hmla
1751,2024-12-11 01:00:00.000000,Poľadovica,0.9,2024-12-11 10:55:00.000000,Zamračené
1752,2024-08-15 01:00:00.000000,Letná búrka,27.3,2024-08-15 08:15:00.000000,Sucho
1753,2024-06-09 01:00:00.000000,Letná búrka,37.1,2024-06-09 08:55:00.000000,Sucho
1754,2024-04-15 01:00:00.000000,Polooblačno,3.3,2024-04-15 13:26:00.000000,Búrky
1755,2024-11-11 01:00:00.000000,Hmla,9.3,2024-11-11 11:52:00.000000,Daždivo
1756,2025-01-08 01:00:00.000000,Mráz,-8,2025-01-08 14:40:00.000000,Husté sneženie
1757,2025-01-16 01:00:00.000000,Sneženie,-0.3,2025-01-16 10:25:00.000000,Mráz
1758,2024-05-04 01:00:00.000000,Polooblačno,9.2,2024-05-04 13:49:00.000000,Búrky
1759,2024-04-05 01:00:00.000000,Dážď,10.1,2024-04-05 11:29:00.000000,Prehánky
1760,2024-02-17 01:00:00.000000,Sneženie,-2.7,2024-02-17 06:10:00.000000,Mráz
1761,2024-12-23 01:00:00.000000,Sneženie,-13.5,2024-12-23 11:06:00.000000,Mráz
1762,2024-10-13 01:00:00.000000,Daždivo,7,2024-10-13 11:50:00.000000,Veterno
1763,2024-05-08 01:00:00.000000,Prehánky,4.6,2024-05-08 09:39:00.000000,Polooblačno
4,2024-03-01 01:00:00.000000,Búrky,20,2024-03-01 16:28:00.000000,Hmla
5,2024-07-19 01:00:00.000000,Horúčavy,27.8,2024-07-19 11:48:00.000000,Dusno
6,2024-12-19 01:00:00.000000,Sneženie,-10.8,2024-12-19 09:28:00.000000,Mráz
7,2024-11-23 01:00:00.000000,Mierne sneženie,9.2,2024-11-23 17:03:00.000000,Hmla
8,2024-09-16 01:00:00.000000,Veterno,1.1,2024-09-16 11:40:00.000000,Zamračené
9,2024-11-29 01:00:00.000000,Veterno,0,2024-11-29 08:42:00.000000,Zamračené
10,2024-04-22 01:00:00.000000,Prehánky,8.8,2024-04-22 12:41:00.000000,Polooblačno
11,2024-03-06 01:00:00.000000,Polooblačno,13.6,2024-03-06 07:11:00.000000,Búrky
12,2025-01-09 01:00:00.000000,Sneženie,-9.5,2025-01-09 13:18:00.000000,Mráz
13,2024-02-16 01:00:00.000000,Zamračené,-12.9,2024-02-16 06:22:00.000000,Sneženie
14,2024-03-11 01:00:00.000000,Prehánky,7.5,2024-03-11 07:55:00.000000,Polooblačno
15,2024-06-20 01:00:00.000000,Dusno,26.9,2024-06-20 06:11:00.000000,Letná búrka
16,2024-08-28 01:00:00.000000,Dusno,36.8,2024-08-28 13:56:00.000000,Letná búrka
17,2025-02-06 01:00:00.000000,Zamračené,3.5,2025-02-06 14:23:00.000000,Sneženie
18,2025-01-03 01:00:00.000000,Poľadovica,-3.3,2025-01-03 10:11:00.000000,Zamračené
19,2024-10-27 01:00:00.000000,Daždivo,12.3,2024-10-27 13:07:00.000000,Veterno
20,2024-10-06 01:00:00.000000,Veterno,1.6,2024-10-06 15:01:00.000000,Zamračené
21,2024-10-08 01:00:00.000000,Daždivo,9.8,2024-10-08 17:44:00.000000,Veterno
22,2024-03-17 01:00:00.000000,Búrky,15.7,2024-03-17 11:40:00.000000,Hmla
23,2024-02-29 01:00:00.000000,Zamračené,-9.1,2024-02-29 12:56:00.000000,Sneženie
24,2025-01-21 01:00:00.000000,Poľadovica,-8.4,2025-01-21 12:50:00.000000,Zamračené
25,2024-11-22 01:00:00.000000,Veterno,13.6,2024-11-22 10:16:00.000000,Zamračené
26,2025-01-16 01:00:00.000000,Husté sneženie,-2.5,2025-01-16 15:45:00.000000,Poľadovica
27,2024-03-29 01:00:00.000000,Dážď,3.6,2024-03-29 08:40:00.000000,Prehánky
28,2024-07-06 01:00:00.000000,Sucho,25.2,2024-07-06 15:49:00.000000,Slnečno
29,2024-07-13 01:00:00.000000,Dusno,32,2024-07-13 08:49:00.000000,Letná búrka
30,2024-02-29 01:00:00.000000,Poľadovica,-1.4,2024-02-29 06:05:00.000000,Zamračené
31,2025-01-23 01:00:00.000000,Poľadovica,-12.4,2025-01-23 11:03:00.000000,Zamračené
32,2024-05-18 01:00:00.000000,Búrky,3.2,2024-05-18 10:40:00.000000,Hmla
33,2024-12-30 01:00:00.000000,Husté sneženie,0.2,2024-12-30 08:51:00.000000,Poľadovica
34,2024-11-17 01:00:00.000000,Zamračené,4.1,2024-11-17 17:03:00.000000,Mierne sneženie
35,2024-10-29 01:00:00.000000,Veterno,14.8,2024-10-29 09:53:00.000000,Zamračené
36,2024-04-01 01:00:00.000000,Prehánky,18.7,2024-04-01 08:05:00.000000,Polooblačno
37,2024-07-17 01:00:00.000000,Letná búrka,39.5,2024-07-17 08:43:00.000000,Sucho
38,2024-06-29 01:00:00.000000,Horúčavy,24.3,2024-06-29 17:59:00.000000,Dusno
39,2024-07-01 01:00:00.000000,Sucho,34.5,2024-07-01 12:46:00.000000,Slnečno
40,2024-06-04 01:00:00.000000,Dusno,26.9,2024-06-04 13:02:00.000000,Letná búrka
41,2024-11-01 01:00:00.000000,Hmla,10.6,2024-11-01 15:19:00.000000,Daždivo
42,2024-02-11 01:00:00.000000,Zamračené,-4.3,2024-02-11 17:53:00.000000,Sneženie
43,2024-08-17 01:00:00.000000,Letná búrka,25.7,2024-08-17 13:17:00.000000,Sucho
44,2024-02-14 01:00:00.000000,Mráz,-7.8,2024-02-14 07:50:00.000000,Husté sneženie
45,2024-10-29 01:00:00.000000,Veterno,5.7,2024-10-29 09:43:00.000000,Zamračené
46,2024-09-21 01:00:00.000000,Daždivo,0.5,2024-09-21 07:12:00.000000,Veterno
47,2024-09-04 01:00:00.000000,Mierne sneženie,5.2,2024-09-04 15:52:00.000000,Hmla
48,2024-08-07 01:00:00.000000,Horúčavy,34.1,2024-08-07 06:45:00.000000,Dusno
49,2024-10-27 01:00:00.000000,Veterno,8.6,2024-10-27 09:30:00.000000,Zamračené
50,2024-06-08 01:00:00.000000,Slnečno,24.6,2024-06-08 13:10:00.000000,Horúčavy
51,2024-05-12 01:00:00.000000,Prehánky,16.8,2024-05-12 08:15:00.000000,Polooblačno
52,2024-04-29 01:00:00.000000,Prehánky,4.3,2024-04-29 17:22:00.000000,Polooblačno
53,2024-09-19 01:00:00.000000,Mierne sneženie,10.6,2024-09-19 10:33:00.000000,Hmla
54,2024-04-13 01:00:00.000000,Hmla,1.3,2024-04-13 08:04:00.000000,Dážď
55,2024-06-23 01:00:00.000000,Sucho,28.3,2024-06-23 08:39:00.000000,Slnečno
56,2024-03-04 01:00:00.000000,Hmla,7.9,2024-03-04 14:16:00.000000,Dážď
57,2024-06-05 01:00:00.000000,Dusno,33.5,2024-06-05 06:39:00.000000,Letná búrka
58,2025-01-12 01:00:00.000000,Mráz,-7.7,2025-01-12 15:19:00.000000,Husté sneženie
59,2024-11-18 01:00:00.000000,Veterno,2.3,2024-11-18 06:57:00.000000,Zamračené
60,2024-05-24 01:00:00.000000,Polooblačno,0.8,2024-05-24 08:41:00.000000,Búrky
61,2024-07-29 01:00:00.000000,Horúčavy,16.4,2024-07-29 09:10:00.000000,Dusno
62,2024-03-14 01:00:00.000000,Prehánky,7.6,2024-03-14 11:36:00.000000,Polooblačno
63,2024-10-27 01:00:00.000000,Daždivo,6.6,2024-10-27 14:36:00.000000,Veterno
64,2024-11-01 01:00:00.000000,Zamračené,1,2024-11-01 14:36:00.000000,Mierne sneženie
65,2024-04-05 01:00:00.000000,Polooblačno,5.7,2024-04-05 14:59:00.000000,Búrky
66,2024-10-21 01:00:00.000000,Zamračené,3.9,2024-10-21 09:36:00.000000,Mierne sneženie
67,2024-12-07 01:00:00.000000,Husté sneženie,2.3,2024-12-07 12:39:00.000000,Poľadovica
68,2024-07-08 01:00:00.000000,Letná búrka,37.5,2024-07-08 17:35:00.000000,Sucho
69,2025-01-04 01:00:00.000000,Husté sneženie,4.9,2025-01-04 15:54:00.000000,Poľadovica
70,2024-10-26 01:00:00.000000,Veterno,9.3,2024-10-26 06:31:00.000000,Zamračené
71,2024-10-04 01:00:00.000000,Mierne sneženie,2.5,2024-10-04 12:09:00.000000,Hmla
72,2024-10-18 01:00:00.000000,Zamračené,14.9,2024-10-18 06:13:00.000000,Mierne sneženie
73,2024-12-20 01:00:00.000000,Sneženie,-5.5,2024-12-20 06:28:00.000000,Mráz
74,2024-09-24 01:00:00.000000,Veterno,7.6,2024-09-24 07:27:00.000000,Zamračené
75,2024-11-25 01:00:00.000000,Veterno,11.8,2024-11-25 15:09:00.000000,Zamračené
76,2024-10-26 01:00:00.000000,Zamračené,8.3,2024-10-26 12:07:00.000000,Mierne sneženie
77,2024-11-28 01:00:00.000000,Zamračené,5.5,2024-11-28 16:03:00.000000,Mierne sneženie
78,2024-12-31 01:00:00.000000,Poľadovica,-2.6,2024-12-31 12:52:00.000000,Zamračené
79,2024-10-11 01:00:00.000000,Daždivo,14.4,2024-10-11 07:35:00.000000,Veterno
80,2024-02-14 01:00:00.000000,Mráz,-6.2,2024-02-14 09:32:00.000000,Husté sneženie
81,2024-09-04 01:00:00.000000,Mierne sneženie,11.3,2024-09-04 14:03:00.000000,Hmla
82,2024-07-08 01:00:00.000000,Horúčavy,29.6,2024-07-08 14:06:00.000000,Dusno
83,2024-03-23 01:00:00.000000,Polooblačno,11.5,2024-03-23 10:26:00.000000,Búrky
84,2024-03-16 01:00:00.000000,Prehánky,16.1,2024-03-16 07:07:00.000000,Polooblačno
85,2024-12-03 01:00:00.000000,Poľadovica,1.2,2024-12-03 06:27:00.000000,Zamračené
86,2024-10-15 01:00:00.000000,Mierne sneženie,7.8,2024-10-15 07:55:00.000000,Hmla
87,2024-12-03 01:00:00.000000,Mráz,-9.4,2024-12-03 14:48:00.000000,Husté sneženie
88,2025-01-11 01:00:00.000000,Sneženie,-9.8,2025-01-11 13:40:00.000000,Mráz
89,2024-06-28 01:00:00.000000,Dusno,32.6,2024-06-28 06:11:00.000000,Letná búrka
90,2024-09-03 01:00:00.000000,Mierne sneženie,12.6,2024-09-03 06:52:00.000000,Hmla
91,2024-11-03 01:00:00.000000,Daždivo,7.5,2024-11-03 14:27:00.000000,Veterno
92,2024-11-15 01:00:00.000000,Veterno,2.7,2024-11-15 10:10:00.000000,Zamračené
93,2024-04-25 01:00:00.000000,Búrky,10.3,2024-04-25 15:29:00.000000,Hmla
94,2025-02-05 01:00:00.000000,Zamračené,3.1,2025-02-05 09:53:00.000000,Sneženie
95,2024-11-13 01:00:00.000000,Zamračené,14.6,2024-11-13 06:52:00.000000,Mierne sneženie
96,2024-09-16 01:00:00.000000,Daždivo,6.1,2024-09-16 08:10:00.000000,Veterno
97,2024-03-20 01:00:00.000000,Búrky,18.6,2024-03-20 14:14:00.000000,Hmla
98,2024-09-24 01:00:00.000000,Daždivo,5.4,2024-09-24 14:05:00.000000,Veterno
99,2024-10-07 01:00:00.000000,Zamračené,0.8,2024-10-07 13:05:00.000000,Mierne sneženie
100,2024-05-12 01:00:00.000000,Búrky,17.1,2024-05-12 09:35:00.000000,Hmla
101,2024-08-22 01:00:00.000000,Horúčavy,24.5,2024-08-22 13:25:00.000000,Dusno
102,2024-09-05 01:00:00.000000,Hmla,12.3,2024-09-05 16:27:00.000000,Daždivo
103,2024-05-07 01:00:00.000000,Dážď,16.8,2024-05-07 10:50:00.000000,Prehánky
104,2024-10-09 01:00:00.000000,Zamračené,2.4,2024-10-09 06:30:00.000000,Mierne sneženie
105,2024-05-06 01:00:00.000000,Dážď,12.9,2024-05-06 12:55:00.000000,Prehánky
106,2024-06-25 01:00:00.000000,Dusno,27.6,2024-06-25 12:07:00.000000,Letná búrka
107,2024-07-09 01:00:00.000000,Dusno,37.6,2024-07-09 08:54:00.000000,Letná búrka
108,2024-03-02 01:00:00.000000,Polooblačno,12.8,2024-03-02 08:37:00.000000,Búrky
109,2024-06-03 01:00:00.000000,Horúčavy,20.3,2024-06-03 10:45:00.000000,Dusno
110,2024-02-17 01:00:00.000000,Husté sneženie,-10.5,2024-02-17 12:25:00.000000,Poľadovica
111,2024-10-08 01:00:00.000000,Veterno,9.5,2024-10-08 10:11:00.000000,Zamračené
112,2024-03-08 01:00:00.000000,Prehánky,9.6,2024-03-08 07:35:00.000000,Polooblačno
113,2024-02-22 01:00:00.000000,Poľadovica,-11.3,2024-02-22 09:40:00.000000,Zamračené
114,2024-08-15 01:00:00.000000,Sucho,16.4,2024-08-15 06:35:00.000000,Slnečno
115,2024-10-16 01:00:00.000000,Daždivo,12.5,2024-10-16 07:31:00.000000,Veterno
116,2024-10-18 01:00:00.000000,Hmla,12.3,2024-10-18 17:56:00.000000,Daždivo
117,2025-01-12 01:00:00.000000,Sneženie,3.2,2025-01-12 13:46:00.000000,Mráz
118,2024-08-06 01:00:00.000000,Letná búrka,22.1,2024-08-06 12:50:00.000000,Sucho
119,2025-01-14 01:00:00.000000,Mráz,-6.4,2025-01-14 11:49:00.000000,Husté sneženie
120,2024-08-18 01:00:00.000000,Horúčavy,33,2024-08-18 15:19:00.000000,Dusno
121,2024-09-28 01:00:00.000000,Daždivo,5.2,2024-09-28 17:55:00.000000,Veterno
122,2024-03-26 01:00:00.000000,Polooblačno,5.7,2024-03-26 12:51:00.000000,Búrky
123,2024-08-01 01:00:00.000000,Sucho,39,2024-08-01 16:26:00.000000,Slnečno
124,2024-12-29 01:00:00.000000,Sneženie,-14.8,2024-12-29 06:58:00.000000,Mráz
125,2024-03-17 01:00:00.000000,Prehánky,13.9,2024-03-17 15:04:00.000000,Polooblačno
126,2024-07-11 01:00:00.000000,Dusno,22.2,2024-07-11 14:41:00.000000,Letná búrka
127,2025-01-17 01:00:00.000000,Poľadovica,-14.8,2025-01-17 16:44:00.000000,Zamračené
128,2024-02-24 01:00:00.000000,Mráz,-14.5,2024-02-24 14:19:00.000000,Husté sneženie
129,2024-10-03 01:00:00.000000,Veterno,13.6,2024-10-03 10:44:00.000000,Zamračené
130,2024-07-06 01:00:00.000000,Sucho,24.9,2024-07-06 10:21:00.000000,Slnečno
131,2024-08-23 01:00:00.000000,Letná búrka,38.1,2024-08-23 17:51:00.000000,Sucho
132,2024-11-02 01:00:00.000000,Mierne sneženie,2.3,2024-11-02 15:44:00.000000,Hmla
133,2024-03-29 01:00:00.000000,Polooblačno,2.5,2024-03-29 14:13:00.000000,Búrky
134,2024-05-10 01:00:00.000000,Búrky,16,2024-05-10 11:30:00.000000,Hmla
135,2024-09-15 01:00:00.000000,Daždivo,14.5,2024-09-15 07:54:00.000000,Veterno
136,2024-12-19 01:00:00.000000,Mráz,-6.4,2024-12-19 11:26:00.000000,Husté sneženie
137,2024-11-01 01:00:00.000000,Veterno,13.5,2024-11-01 15:52:00.000000,Zamračené
138,2024-02-24 01:00:00.000000,Husté sneženie,-6.5,2024-02-24 06:57:00.000000,Poľadovica
139,2024-06-13 01:00:00.000000,Dusno,21.4,2024-06-13 07:27:00.000000,Letná búrka
140,2025-01-16 01:00:00.000000,Husté sneženie,2.7,2025-01-16 10:35:00.000000,Poľadovica
141,2024-12-19 01:00:00.000000,Zamračené,-5.6,2024-12-19 09:47:00.000000,Sneženie
142,2024-12-02 01:00:00.000000,Mráz,-14.5,2024-12-02 10:28:00.000000,Husté sneženie
143,2024-11-03 01:00:00.000000,Zamračené,6.8,2024-11-03 13:20:00.000000,Mierne sneženie
144,2024-12-24 01:00:00.000000,Poľadovica,-2.1,2024-12-24 10:48:00.000000,Zamračené
145,2024-12-29 01:00:00.000000,Poľadovica,-4.3,2024-12-29 10:19:00.000000,Zamračené
146,2024-09-14 01:00:00.000000,Zamračené,0.3,2024-09-14 17:11:00.000000,Mierne sneženie
147,2024-09-14 01:00:00.000000,Daždivo,4.9,2024-09-14 13:51:00.000000,Veterno
148,2024-06-01 01:00:00.000000,Letná búrka,32.9,2024-06-01 16:15:00.000000,Sucho
149,2024-05-16 01:00:00.000000,Polooblačno,4,2024-05-16 07:07:00.000000,Búrky
150,2024-06-02 01:00:00.000000,Slnečno,20.2,2024-06-02 10:28:00.000000,Horúčavy
151,2024-03-09 01:00:00.000000,Hmla,8.1,2024-03-09 09:26:00.000000,Dážď
152,2024-06-15 01:00:00.000000,Dusno,32.5,2024-06-15 16:07:00.000000,Letná búrka
153,2024-07-07 01:00:00.000000,Dusno,17.6,2024-07-07 16:15:00.000000,Letná búrka
154,2024-06-19 01:00:00.000000,Letná búrka,22.1,2024-06-19 13:52:00.000000,Sucho
155,2024-02-13 01:00:00.000000,Mráz,1.6,2024-02-13 09:43:00.000000,Husté sneženie
156,2024-03-14 01:00:00.000000,Hmla,8.9,2024-03-14 11:06:00.000000,Dážď
157,2025-01-12 01:00:00.000000,Husté sneženie,-10.6,2025-01-12 10:02:00.000000,Poľadovica
158,2024-08-19 01:00:00.000000,Dusno,28,2024-08-19 06:55:00.000000,Letná búrka
159,2025-02-08 01:00:00.000000,Mráz,1.5,2025-02-08 15:02:00.000000,Husté sneženie
160,2024-04-06 01:00:00.000000,Búrky,7.5,2024-04-06 15:04:00.000000,Hmla
161,2024-04-01 01:00:00.000000,Búrky,9.4,2024-04-01 14:43:00.000000,Hmla
162,2024-08-01 01:00:00.000000,Letná búrka,32.1,2024-08-01 10:12:00.000000,Sucho
163,2024-06-18 01:00:00.000000,Horúčavy,20.8,2024-06-18 16:11:00.000000,Dusno
164,2024-12-03 01:00:00.000000,Mráz,-14.4,2024-12-03 14:55:00.000000,Husté sneženie
165,2024-03-02 01:00:00.000000,Dážď,12,2024-03-02 13:57:00.000000,Prehánky
166,2024-04-30 01:00:00.000000,Búrky,10.4,2024-04-30 07:50:00.000000,Hmla
167,2024-05-29 01:00:00.000000,Búrky,18.7,2024-05-29 15:37:00.000000,Hmla
168,2024-09-28 01:00:00.000000,Veterno,7.1,2024-09-28 08:25:00.000000,Zamračené
169,2025-01-07 01:00:00.000000,Husté sneženie,-13.8,2025-01-07 07:41:00.000000,Poľadovica
170,2024-07-29 01:00:00.000000,Horúčavy,17.8,2024-07-29 13:16:00.000000,Dusno
171,2024-08-17 01:00:00.000000,Horúčavy,33.9,2024-08-17 17:48:00.000000,Dusno
172,2024-03-22 01:00:00.000000,Dážď,4,2024-03-22 13:55:00.000000,Prehánky
173,2025-01-27 01:00:00.000000,Poľadovica,-12.9,2025-01-27 12:34:00.000000,Zamračené
174,2024-12-17 01:00:00.000000,Husté sneženie,-0.5,2024-12-17 13:31:00.000000,Poľadovica
175,2025-01-07 01:00:00.000000,Mráz,-1.6,2025-01-07 12:12:00.000000,Husté sneženie
176,2024-05-16 01:00:00.000000,Dážď,2.6,2024-05-16 11:13:00.000000,Prehánky
177,2024-10-21 01:00:00.000000,Zamračené,13.6,2024-10-21 17:21:00.000000,Mierne sneženie
178,2024-12-16 01:00:00.000000,Zamračené,-10.7,2024-12-16 14:43:00.000000,Sneženie
179,2024-08-26 01:00:00.000000,Letná búrka,29.7,2024-08-26 12:19:00.000000,Sucho
180,2024-11-11 01:00:00.000000,Zamračené,10.3,2024-11-11 14:32:00.000000,Mierne sneženie
181,2024-09-13 01:00:00.000000,Zamračené,5.3,2024-09-13 13:48:00.000000,Mierne sneženie
182,2024-02-13 01:00:00.000000,Poľadovica,3.6,2024-02-13 14:51:00.000000,Zamračené
