1453,Fiasp 100 jednotiek/ml injekčný roztok v náplni,O,sol inj 10x3 ml/300 U (náplň skl. - Penfill),A10AB05,16,A,1.21
1454,"FIMODIGO 0,5 mg",1G,"cps dur 28x1x0,5 mg (blis.OPA/Al/PVC/Al-jednotl.dáv.)",L04AA27,5,N,6.47
1455,FINAMED,1G,tbl flm 100x5 mg (blis.PVC/PE/PVDC/Al),G04CB01,94,N,9.97
1456,Finanorm 5 mg,1G,tbl flm 100x5 mg (blis. PVC/PVDC/Al),G04CB01,9,A,11.69
1457,Finasteride Accord 5 mg filmom obalené tablety,1G,tbl flm 90x5 mg (blis.PVC/PVDC/Al),G04CB01,96,A,14.96
1458,"Fingolimod Glenmark 0,5 mg",1G,"cps dur 28x0,5 mg (blis.PVC/PE/PVDC/Al)",L04AA27,80,N,13.1
1459,"Fingolimod Mylan 0,5 mg tvrdé kapsuly",1G,"cps dur 28x0,5 mg (blis.PVC/PE/PVDC/Al)",L04AA27,51,N,6.11
1460,"Fingolimod STADA 0,5 mg tvrdé kapsuly",1G,"cps dur 28x0,5 mg (blis.PVC/PVDC/Al)",L04AA27,41,A,14.23
1461,"Fingolimod Zentiva 0,5 mg",1G,"cps dur 28x0,5 mg (blis.PVC/PVDC/Al)",L04AA27,68,N,5.83
1462,Finpros 5 mg,1G,tbl flm 100x5 mg (blis.PVC/Al),G04CB01,11,N,10.03
1463,Firazyr 30 mg injekčný roztok v naplnenej injekčnej striekačke,O,sol inj 1x3 ml/30 mg (striek.skl.napln.),B06AC02,70,A,6.88
1464,FIRDAPSE 10 mg tablety,O,tbl 100(10x10)x10 mg (blis.PVC/PVDC/Al),N07XX05,19,A,7.13
1465,FIRMAGON 120 mg prášok a rozpúšťadlo na injekčný roztok,O,plv iol 2x120 mg+solv. (liek.inj.skl.+striek.inj.napl.skl.),L02BX02,30,A,2.74
1466,FIRMAGON 80 mg prášok a rozpúšťadlo na injekčný roztok,O,plv iol 3x80 mg +solv. (liek.inj.skl.+striek.inj.napl.skl.),L02BX02,72,A,2.69
1467,FIXIT 120,1G,tbl flm 30x120 mg (blis.PVC/PVDC/Al),R06AX26,45,N,1.48
1468,FIXIT 120,1G,tbl flm 60x120 mg (blis.PVC/PVDC/Al),R06AX26,29,N,5.38
1469,FIXIT 180,1G,tbl flm 30x180 mg (blis.PVC/PVDC/Al),R06AX26,87,A,12.56
1470,Flamexin 20 mg,1G,"tbl 20x191,2 mg (blis.PVC/PVDC/Al/PVDC)",M01AC01,7,N,7.35
1471,Flamexin 20 mg,1G,"tbl 30x191,2 mg (blis.PVC/PVDC/Al/PVDC)",M01AC01,54,A,14.27
1472,Flebogamma DIF 50 mg/ml infúzny roztok,O,"sol inf 1x10 ml/0,5 g (liek.skl.)",J06BA02,51,A,12.33
1473,Flebogamma DIF 50 mg/ml infúzny roztok,O,sol inf 1x100 ml/5 g (liek.skl.),J06BA02,75,N,10.68
1474,Flebogamma DIF 50 mg/ml infúzny roztok,O,sol inf 1x200 ml/10 g (liek.skl.),J06BA02,25,A,4.71
1475,Flebogamma DIF 50 mg/ml infúzny roztok,O,sol inf 1x400 ml/20 g (liek.skl.),J06BA02,15,N,12.57
1476,Flebogamma DIF 50 mg/ml infúzny roztok,O,"sol inf 1x50 ml/2,5 g (liek.skl.)",J06BA02,91,N,11.86
1477,Flector EP Rapid 50 mg,O,gra 10x50 mg (vre.papier/Al/PE),M01AB05,58,N,11.2
1478,Flector EP Rapid 50 mg,O,gra 20x50 mg (vre.papier/Al/PE),M01AB05,99,A,14.67
1479,FLEKAINID SANDOZ 100 mg tablety,1G,tbl 30x100 mg (bli.Al/PVC/PVDc),C01BC04,97,A,3.33
1480,FLEKAINID SANDOZ 50 mg tablety,1G,tbl 30x50 mg (bli.Al/PVC/PVDc),C01BC04,85,A,14.76
1481,Flexbumin 200 g/ l,O,sol inf 1x100 ml (vak PE),B05AA01,18,A,13.91
1482,Flixonase Aqueous Nasal Spray,O,aer nau 1x120 dávok (fľ.skl.s rozprašovačom),R01AD08,48,N,5.4
1483,Flixonase Nasal Drops,O,int nas 28(4x7)x400 µg (obal PE jednodávkový),R01AD08,36,N,10.61
1484,Flixotide 125 Inhaler N,O,sus inh 1x120 dávok (nád.tlak.Al),R03BA05,56,A,5.57
1485,Flixotide 250 Inhaler N,O,sus inh 1x120 dávok (nád.tlak.Al),R03BA05,28,A,10.03
1486,Flixotide 50 Inhaler N,O,sus inh 1x120 dávok (nád.tlak.Al),R03BA05,49,A,9.38
1487,Flixotide Diskus 100 µg,O,plv inh 1x60 dávok (blis.+inhalátor),R03BA05,54,N,7.18
1488,Flixotide Diskus 250 µg,O,plv inh 1x60 dávok (blis.+inhalátor),R03BA05,95,A,9.05
1489,Flixotide Diskus 500 µg,O,plv inh 1x60 dávok (blis.+inhalátor),R03BA05,93,A,3.34
1490,FLONIDAN 10 mg,1G,tbl 10x10 mg,R06AX13,48,A,6.71
1491,FLONIDAN 10 mg,1G,tbl 30x10 mg,R06AX13,70,N,10.66
1492,FLONIDAN SOLUTAB 10 mg,1G,tbl oro 30x10 mg,R06AX13,73,A,14.09
1493,Fluanxol Depot 20 mg,O,sol inj 10x1 ml (amp.skl.),N05AF01,43,N,8.89
1494,Fluco Sandoz 100 mg,1G,cps dur 28x100 mg (blis.PVC/PVDC/Al),J02AC01,44,N,7.01
1495,Fluco Sandoz 150 mg,1G,cps dur 1x150 mg (blis.PVC/PVDC/Al),J02AC01,56,N,14.99
1496,Fluco Sandoz 150 mg,1G,cps dur 2x150 mg (blis.PVC/PVDC/Al),J02AC01,82,A,13.94
1497,Fluco Sandoz 150 mg,1G,cps dur 4x150 mg (blis.PVC/PVDC/Al),J02AC01,68,A,6.44
1498,Fluco Sandoz 50 mg,1G,cps dur 7x50 mg (blis.PVC/PVDC/Al),J02AC01,89,N,10.96
1499,Fluconazole Vitabalans 150 mg tablety,2G,tbl 4x150 mg (blis. PVC/Al),J02AC01,36,N,12.53
1500,Fludara oral,O,tbl flm 15x10 mg (blis.PA/Al/PP),L01BB05,58,A,13.27
1501,Fludarabin Ebewe 25 mg/ ml injekčný alebo infúzny koncentrát,1G,con ijf 1x2 ml/50 mg (liek.inj.skl.),L01BB05,15,A,2.43
1502,Fluenz Tetra nosová suspenzná aerodisperzia,O,"aer nau 10x0,2 ml (aplik.nos.jedn.skl.)",J07BB03,81,N,2.82
1503,Flugalin 50 mg,O,tbl obd 30x50 mg (blis.PVC/Al),M01AE09,88,N,6.45
1504,"Flumazenil Pharmaselect 0,1 mg/ ml",1G,"sol ifc 5x5 ml/0,5 mg",V03AB25,80,A,7.86
1505,Fluomizin 10 mg vaginálne tablety,1G,tbl vag 6x10 mg (blis. PVC/PE/PVDC/Al),G01AC05,81,A,14.44
1506,Fluorouracil Accord 50 mg/ml injekčný a infúzny roztok,1G,sol ijf 1x100 ml/5 g (liek.inj.skl.),L01BC02,24,A,8.94
1507,Fluorouracil Accord 50 mg/ml injekčný a infúzny roztok,1G,sol ijf 1x20 ml/1 g (liek.inj.skl.),L01BC02,17,N,6.9
1508,Fluoxetine Vitabalans 20 mg filmom obalené tablety,2G,tbl flm 100x20 mg (blis.PVC/Al),N06AB03,42,N,11.41
1509,Fluoxetine Vitabalans 20 mg filmom obalené tablety,1G,tbl flm 10x20 mg (blis.PVC/Al),N06AB03,97,A,6.14
1510,Fluoxetine Vitabalans 20 mg filmom obalené tablety,1G,tbl flm 30x20 mg (blis.PVC/Al),N06AB03,53,N,12.3
1511,Flutiform 125 mikrogramov/5 mikrogramov,O,sus inh 1x120 dávok (nád.tlak.Al),R03AK11,85,N,11.45
1512,Flutiform 250 mikrogramov/10 mikrogramov,O,sus inh 1x120 dávok (nád.tlak.Al),R03AK11,41,N,13.86
1513,Fokusin,1G,"cps mdd 90x0,4 mg (blis. PVC/PVDC/Al)",G04CA02,75,N,3.5
1514,FOLINAR 10 mg filmom obalené tablety,1G,tbl flm 100x10 mg (blis.PVC/PVDC/Al),G04BD08,95,A,1.72
1515,FORMANO,1G,plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC),R03AC13,55,N,4.79
1516,Formoterol Easyhaler,1G,plv inh 1x120 dávok (inhalátor plast.),R03AC13,48,N,14.86
1517,Formoterol-ratiopharm 12 µg,1G,plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC/Al),R03AC13,35,A,4.42
1518,Formovent 12 µg,1G,plv icd 60x12 µg+1x inhalátor (blis.PVC/PVDC),R03AC13,42,A,13.05
1519,Fortrans,1G,plv por 4 (vre.papier/PE/PV),A06AD10,32,A,1.18
1520,Forxiga 10 mg filmom obalené tablety,O,tbl flm 28x10 mg (blis.Al/Al-kalend.bal),A10BK01,4,N,5.08
1521,Forxiga 10 mg filmom obalené tablety,O,tbl flm 98x10 mg (blis.Al/Al-kalend.bal),A10BK01,20,A,8.4
1522,Fosinopril-Teva 20 mg,1G,tbl 30x20 mg (blis.PVC/PVDC/Al),C09AA09,50,N,11.13
1523,Fosrenol 500 mg žuvacie tablety,O,tbl mnd 90(2x45)x500 mg (fľ.HDPE-multi bal.),V03AE03,36,N,4.47
1524,Fosrenol 750 mg žuvacie tablety,O,tbl mnd 90(6x15)x750 mg (fľ.HDPE-multi bal.),V03AE03,79,A,6.45
1525,Foster,O,sol inh 1x180 dávok (obal Al tlakový),R03AK08,32,N,13.36
1526,Foster 200/6 mikrogramov/dávka,O,sol inh 1x180 dávok (obal Al tlakový),R03AK08,18,A,14.26
1527,Foster Nexthaler,O,plv inh 1x180 dávok (inhalátor PET/Al/PE viacdávkový),R03AK08,98,A,11.27
1528,Foster Nexthaler 200/6 mikrogramov/dávka,O,plv inh 1x120 dávok (inhalátor plast.),R03AK08,83,N,2.12
1529,FOSTIMON HP 75 IU,O,plv iol 10x75 IU+10x1 ml solv. (liek.inj.skl.+amp.skl.),G03GA04,20,N,14.67
1530,"FRAGMIN 10000 IU (anti-Xa)/0,4 ml",O,"sol inj 10x0,4 ml (striek.inj.napl.jednor.)",B01AB04,18,A,10.11
1531,"FRAGMIN 12500 IU (anti-Xa)/0,5 ml",O,"sol inj 10x0,5 ml (striek.inj.napl.jednor.)",B01AB04,98,N,10.14
1532,"FRAGMIN 15000 IU (anti-Xa)/0,6 ml",O,"sol inj 10x0,6 ml (striek.inj.napl.jednor.)",B01AB04,94,N,12.64
1533,"FRAGMIN 18000 IU (anti-Xa)/0,72 ml",O,"sol inj 10x0,72 ml (striek.inj.napl.jednor.)",B01AB04,6,N,2.49
1534,"FRAGMIN 2500 IU (anti-Xa)/0,2 ml",O,"sol inj 10x0,2 ml (striek.inj.napl.jednor.)",B01AB04,72,A,8.78
1535,"FRAGMIN 5000 IU (anti-Xa)/0,2 ml",O,"sol inj 10x0,2 ml (striek.inj.napl.jednor.)",B01AB04,22,N,7.62
1536,"FRAGMIN 7500 IU (anti-Xa)/0,3 ml",O,"sol inj 10x0,3 ml (striek.inj.napl.jednor.)",B01AB04,72,N,13.35
1537,FRAMYKOIN,1G,plv ads 1x20 g (nád.PE),D06AX,54,A,13.35
1538,FRAMYKOIN,1G,plv ads 1x5 g (nád.PE),D06AX,64,A,2.51
1539,FRAMYKOIN,1G,ung der 1x10 g (tuba Al),D06AX,10,A,1.98
1540,"Fraxiparine 2 850 IU (anti Xa)/0,3 ml",O,"sol inj 10x0,3 ml/2,85 KU (striek.inj.skl.napl.)",B01AB06,72,A,1.18
1541,"Fraxiparine 3 800 IU (anti Xa)/0,4 ml",O,"sol inj 10x0,4 ml/3,8 KU (striek.inj.skl.napl.)",B01AB06,67,A,6.68
1542,"Fraxiparine 5 700 IU (anti Xa)/0,6 ml",O,"sol inj 10x0,6 ml/5,7 KU (striek.inj.skl.napl.)",B01AB06,89,A,3.63
1543,"Fraxiparine 7 600 IU (anti Xa)/0,8 ml",O,"sol inj 10x0,8 ml/7,6 KU (striek.inj.skl.napl.)",B01AB06,45,N,7.91
1544,Fraxiparine 9 500 IU (anti-Xa)/1 ml,O,"sol inj 10x1 ml/9,5 KU (striek.inj.skl.napl.)",B01AB06,37,A,5.84
1545,"Fraxiparine Forte 11 400 IU (anti-Xa)/0,6 ml",O,"sol inj 10x0,6 ml/11,4 KU (striek.inj.skl.napl.)",B01AB06,95,A,7.43
1546,"Fraxiparine Forte 15 200 IU (anti-Xa)/0,8 ml",O,"sol inj 10x0,8 ml/15,2 KU (striek.inj.skl.napl.)",B01AB06,75,A,14.45
1547,Fraxiparine Forte 19 000 IU (anti-Xa)/1 ml,O,"sol inj 10x1,0 ml/19 KU (striek.inj.skl.napl.)",B01AB06,21,N,13.96
1548,FROMILID 250,1G,tbl flm 14x250 mg (blis.PVC/PVDC/Al),J01FA09,84,A,12.31
1549,FROMILID 500,1G,tbl flm 14x500 mg (blis.PVC/PVDC/Al),J01FA09,22,N,5.06
1550,Fromilid uno,1G,tbl mod 14x500 mg (blis.PVC/PVDC/Al),J01FA09,31,A,1.17
1551,Fromilid uno,1G,tbl mod 7x500 mg (blis.PVC/PVDC/Al),J01FA09,80,A,4.02
1552,"Frontin 0,25 mg",1G,"tbl 30x0,25 mg (liek.skl.hnedá)",N05BA12,26,A,13.84
1553,"Frontin 0,5 mg",1G,"tbl 30x0,5 mg (liek.skl.hnedá)",N05BA12,97,A,7.09
1554,Frontin 1 mg,1G,tbl 30x1 mg (liek.skl.hnedá),N05BA12,14,N,2.01
1555,Frovamen,O,"tbl flm 6x2,5 mg (bli.)",N02CC07,33,A,4.72
1556,FUCICORT,O,crm der 1x15 g (tuba Al),D07CC01,63,N,14.8
1557,Fucidin H,O,crm der 1x15 g (tuba Al),D07CA01,35,N,2.08
1558,Fucidin krém,O,crm der 1x15 g (tuba Al),D06AX01,50,A,2.73
1559,Fucidin masť,O,ung der 1x15 g (tuba Al),D06AX01,15,N,8.98
1560,FULLHALE 25 mikrogramov/125 mikrogramov/dávka inhalačná suspenzia v tlakovom obale,1G,sus inh 1x120 dávok (nád.tlak.Al),R03AK06,52,A,14.11
1561,FULLHALE 25 mikrogramov/250 mikrogramov/dávka inhalačná suspenzia v tlakovom obale,1G,sus inh 1x120 dávok (nád.tlak.Al),R03AK06,29,N,4.05
1562,Fulphila 6 mg injekčný roztok naplnený v injekčnej striekačke,2B,"sol inj 1x0,6 ml/6 mg (striek.inj.napl.skl. s chráničom ihly)",L03AA13,62,N,2.03
1563,Fulvestrant Accord 250 mg injekčný roztok naplnený v injekčnej striekačke,1G,sol iru 2x250 mg/5 ml (striek.inj.napl.+2 ihly),L02BA03,95,A,9.05
1564,Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke,1G,sol iru 1x5 ml (striek.inj.skl.napl.+1 ihla),L02BA03,79,N,7.64
1565,Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke,1G,sol iru 2x5 ml (striek.inj.skl.napl.+2 ihly),L02BA03,46,N,6.08
1566,Fulvestrant EVER Pharma 250 mg injekčný roztok naplnený v injekčnej striekačke,1G,sol iru 6(3x2)x5 ml (striek.inj.skl.napl.-zväzkové bal.),L02BA03,46,A,4.07
1567,Fulvestrant Fresenius Kabi 250 mg,2G,sol iru 2x5 ml/250 mg (striek.inj.napl.+2 ihly),L02BA03,38,A,12.21
1568,Fulvestrant Mylan 250 mg injekčný roztok v naplnenej injekčnej striekačke,1G,sol inj 1x5 ml/250 mg (striek.inj.napl.skl. + 1 bezp.ihla),L02BA03,81,N,1.85
1569,Fulvestrant Sandoz 250 mg,1G,sol iru 1x5 ml/250 mg (striek.inj.napl.+1 ihla),L02BA03,30,N,3.24
1570,Fulvestrant STADA 250 mg,1G,sol iru 1x250 mg/5 ml (striek.skl.naplnená+1x ihla),L02BA03,15,N,5.77
1571,Fulvestrant Teva 250 mg,1G,sol iru 1x5 ml/250 mg (striek.inj.napl.+ihla),L02BA03,72,N,1.04
1572,Fulvestrant Vipharm 250 mg,1G,sol iru 1x5 ml/250 mg (striek.inj.skl.napl.+1ihla),L02BA03,29,A,10.1
1573,Fungicidin Léčiva,1G,ung 1x10 g (tuba Al),D01AA01,58,A,1.68
1574,Fungolon 100 mg,1G,cps 8x100 mg (blis.Al/PVC),J02AC01,82,N,8.09
1575,Fungolon 50 mg,1G,cps 8x50 mg (blis.Al/PVC),J02AC01,19,N,9.92
1576,FURON 40 mg,1G,tbl 50x40 mg (blis.PVC/Al),C03CA01,65,N,14.83
1577,FURORESE 250,1G,tbl 100x250 mg,C03CA01,2,A,10.58
1578,FURORESE 250,1G,tbl 50x250 mg,C03CA01,6,N,3.43
1579,Furosemid Xantis 40 mg,2G,tbl 50x40 mg (blis.PVC/PVDC/Al),C03CA01,32,A,3.76
1580,Furosemid-Slovakofarma,1G,tbl 20x40 mg (blis.PVC/Al),C03CA01,51,A,3.43
1581,Furosemid-Slovakofarma,1G,tbl 50x40 mg (blis.PVC/Al),C03CA01,9,A,14.42
1582,Furosemid-Slovakofarma forte,1G,tbl 10x250 mg (blis.PVC/Al),C03CA01,68,A,14.3
1583,Furosemid-Slovakofarma forte,1G,tbl 50x250 mg (blis.PVC/Al),C03CA01,22,A,14.97
1584,"Fycompa 0,5 mg/ml perorálna suspenzia",O,sus por 1x340 ml/170 mg (fľ.PET),N03AX22,99,A,6.76
1585,Fycompa 2 mg filmom obalované tablety,O,tbl flm 7x2 mg (blis.PVC/Al),N03AX22,72,A,11.11
1586,Fycompa 4 mg filmom obalené tablety,O,tbl flm 28x4 mg (blis.PVC/Al),N03AX22,57,A,13.86
1587,Fycompa 6 mg filmom obalené tablety,O,tbl flm 28x6 mg (blis.PVC/Al),N03AX22,76,N,12.43
1588,Fycompa 8 mg filmom obalené tablety,O,tbl flm 28x8 mg (blis.PVC/Al),N03AX22,17,N,3.57
1589,Gabagamma 300,1G,cps dur 200(2x100)x300 mg (blis.PVC/Al),N03AX12,32,A,10.5
1590,Gabagamma 300,1G,cps dur 50x300 mg (blis.PVC/Al),N03AX12,34,A,1.6
1591,Gabagamma 400,1G,cps dur 200(2x100)x400 mg (blis.PVC/Al),N03AX12,35,N,12.46
1592,Gabagamma 400,1G,cps dur 50x400 mg (blis.PVC/Al),N03AX12,54,N,2.4
1593,Gabagamma 600 filmom obalené tablety,1G,tbl flm 200x600 mg (blis.PVC/Al),N03AX12,7,N,3.55
1594,Gabagamma 600 filmom obalené tablety,1G,tbl flm 50x600 mg (blis.PVC/Al),N03AX12,84,A,10.02
1595,Gabagamma 800 filmom obalené tablety,1G,tbl flm 200x800 mg (blis.PVC/Al),N03AX12,44,A,7.81
1596,Gabagamma 800 filmom obalené tablety,1G,tbl flm 50x800 mg (blis.PVC/Al),N03AX12,14,A,11.76
1597,Gabapentin Glenmark 100 mg tvrdé kapsuly,2G,cps dur 100x100 mg (blis.PVC/PVDC/Al),N03AX12,39,N,6.7
1598,Gabapentin Glenmark 300 mg tvrdé kapsuly,2G,cps dur 200x300 mg (blis.PVC/PVDC/Al),N03AX12,37,N,5.12
1599,Gabapentin Glenmark 300 mg tvrdé kapsuly,2G,cps dur 50x300 mg (blis.PVC/PVDC/Al),N03AX12,59,N,6.68
1600,Gabapentin Glenmark 400 mg tvrdé kapsuly,2G,cps dur 200x400 mg (blis.PVC/PVDC/Al),N03AX12,21,N,9.67
1601,Gabapentin Glenmark 400 mg tvrdé kapsuly,2G,cps dur 50x400 mg (blis.PVC/PVDC/Al),N03AX12,88,A,5.22
1602,Gabapentin Glenmark 600 mg filmom obalené tablety,2G,tbl flm 200x600 mg (blis.PVC/PVDC/Al),N03AX12,73,N,14
1603,Gabapentin Glenmark 600 mg filmom obalené tablety,2G,tbl flm 50x600 mg (blis.PVC/PVDC/Al),N03AX12,5,A,7.41
1604,Gabapentin Teva Slovakia 600 mg,1G,tbl flm 50x600 mg (blis.PVC/PE/PVDC/PE/PVC/Al),N03AX12,77,A,5.74
1605,Gabapentin Vipharm 300 mg tvrdé kapsuly,1G,cps dur 200x300 mg (blis.PVC/PVDC/Al),N03AX12,66,A,8.26
1606,Gabapentin Vipharm 400 mg tvrdé kapsuly,1G,cps dur 200x400 mg (blis.PVC/PVDC/Al),N03AX12,83,N,12.94
1607,Gabapentin-Teva 100 mg,1G,cps dur 100x100 mg (blis.PVC/PVDC/Al),N03AX12,92,A,13.68
1608,Gabapentin-Teva 300 mg,1G,cps dur 200(2x100)x300 mg (blis.PVC/PVDC/Al),N03AX12,79,A,2.67
1609,Gabapentin-Teva 300 mg,1G,cps dur 50x300 mg (blis.PVC/PVDC/Al),N03AX12,87,A,4.44
1610,Gabapentin-Teva 400 mg,1G,cps dur 200(2x100)x400 mg (blis.PVC/PVDC/Al),N03AX12,85,N,7.48
1611,Gabapentin-Teva 400 mg,1G,cps dur 50x400 mg (blis.PVC/PVDC/Al),N03AX12,85,A,3.23
1612,"Gadovist 1,0 mmol/ ml",O,"sol iru 5x7,5 ml (striek.inj.napl.skl.)",V08CA09,14,A,1.5
1613,"Gadovist 1,0 mmol/ml injekčný roztok",O,sol inj 1x15 ml (liek.inj.skl.),V08CA09,63,A,2.02
1614,Gáfrová masť s ichtamolom,1G,ung der 1x50 g (tuba laminátová),D11A,2,A,8.94
1615,Galafold 123 mg tvrdé kapsuly,O,cps dur 14x123 mg (blis. PVC/PCTFE/PVC/Al),A16AX14,43,N,5.87
1616,Galantamin Mylan 16 mg,1G,cps pld 28x16 mg (blis.Al/Al),N06DA04,81,N,14.16
1617,Galsya SR 16 mg,1G,cps pld 28x16 mg (blis.OPA/Al/PVC/Al),N06DA04,29,A,14.89
1618,Galsya SR 8 mg,1G,cps pld 14x8 mg (blis.OPA/Al/PVC/Al),N06DA04,66,N,6.48
1619,Galvus 50 mg tablety,O,tbl 60x50 mg (blis.PA/Al/PVC),A10BH02,64,N,10.21
1620,Ganaton,O,tbl flm 100x50 mg (blis.PVC/PVDC/Al),A03FA07,34,A,1.58
1621,Ganaton,O,tbl flm 40x50 mg (blis.PVC/PVDC/Al),A03FA07,47,N,4.67
1622,"GANFORT 0,3 mg/ml + 5 mg/ml očná roztoková instilácia",O,int opo 1x3 ml (fľ.LDPE),S01ED51,82,A,9.67
1623,"GANFORT 0,3 mg/ml + 5 mg/ml očná roztoková instilácia",1G,int opo 3x3 ml (fľ.LDPE),S01ED51,22,N,3.24
1624,Gardasil 9 injekčná suspenzia v naplnenej injekčnej striekačke,O,"sus iru 1x0,5 ml (striek.inj.skl.napl.+2 ihly)",J07BM03,3,N,5.78
1625,"Gaxenim 0,5 mg",1G,"cps dur, 28x0,5 mg (blis.PVC/PVDC/Al)",L04AA27,71,A,14.79
1626,Gazyvaro 1 000 mg infúzny koncentrát,O,con inf 1x40 ml (liek inj.skl.),L01XC15,68,N,7.85
1627,GECROL 1 mg,1G,cps dur 60x1 mg (blis. PVC/PVDC/Al),L04AD02,35,A,6.86
1628,GELARGIN,1G,gel der 1x25 g (tuba Al),D07AC04,46,A,7.38
1629,Gelofusine,1G,sol inf 10x500 ml (PE fľa.-Ecoflac Plus),B05AA06,58,N,12.21
1630,Gemcitabine Accord 100 mg/ml infúzny koncentrát,1G,con inf 1x1000 mg/10 ml (liek.inj.skl.),L01BC05,46,N,1.6
1631,Gemcitabine Accord 100 mg/ml infúzny koncentrát,1G,con inf 1x200 mg/2 ml (liek.inj.skl.),L01BC05,62,N,9.5
1632,Gemcitabine Kabi 38 mg/ml infúzny koncentrát,1G,"con inf 1x26,3 ml/1000 mg (liek.inj.skl.)",L01BC05,79,A,14.8
1633,Gemcitabine Kabi 38 mg/ml infúzny koncentrát,1G,"con inf 1x5,26 ml/200 mg (liek.inj.skl.)",L01BC05,11,A,2.43
1634,Gemliquid 40 mg/ml,1G,con inf 1x25 ml/1000 mg (liek.inj.skl. + ochr.viečko Onco-Safe),L01BC05,95,N,10.17
1635,Gemliquid 40 mg/ml,1G,con inf 1x5 ml/200 mg (liek.inj.skl.),L01BC05,82,N,8.17
1636,GENOTROPIN 12 mg,O,plv iol 1x12 mg (náplň inj.skl.dvojkom.+pero GoQuick),H01AC01,84,A,7.68
1637,"GENOTROPIN 5,3 mg",O,"plv iol 1x5,3 mg (náplň inj.skl.dvojkom.+pero GoQuick)",H01AC01,42,A,12.24
1638,Gentamicin Sandoz 80 mg/2 ml injekčný roztok,1G,sol inj 10x2 ml/80 mg (ampulka sklenená),J01GB03,47,A,13.64
1639,Genvoya 150 mg/150 mg/200 mg/10 mg filmom obalené tablety,O,tbl flm 30x150 mg/150 mg/200 mg/10 mg (fľ.HDPE),J05AR18,13,N,8.43
1640,Gerasa 100 mg gastrorezistentné tablety,1G,tbl ent 100x100 mg (blis.PVC/Al),B01AC06,2,N,14.55
1641,Gerasa 100 mg gastrorezistentné tablety,1G,tbl ent 30x100 mg (blis.PVC/Al),B01AC06,25,A,6.34
1642,Gerodorm,1G,tbl 10x40 mg (blis.PVC/PVDC/Al),N05CD13,11,N,14.66
1643,Gerodorm,1G,tbl 30x40 mg (blis.PVC/PVDC/Al),N05CD13,31,A,4.07
1644,"Geroprostan 0,4 mg",1G,"tbl plg 100x0,4 mg (blis.OPA/Al/PVC/Al)",G04CA02,63,N,11.53
1645,Gerousia 150 mg,1G,tbl flm 3x150 mg (blis.PA/Al/PVC/Al),M05BA06,80,N,9.54
1646,"GILENYA 0,5 mg tvrdé kapsuly",O,"cps dur 28x0,5 mg (blis.PVC/PVDC/Al, škatuľa)",L04AA27,2,N,3.33
1647,Giona Easyhaler 100,O,plv inh 1x200 dávok (inhal.plast.),R03BA02,5,N,1.56
1648,Giona Easyhaler 200,O,plv inh 1x200 dávok (inhal.plast.),R03BA02,15,A,3.44
1649,Giona Easyhaler 400,O,plv inh 1x100 dávok (inhal.plast.),R03BA02,90,A,1.51
1650,GIOTRIF 20 mg filmom obalené tablety,O,tbl flm 28x1x20 mg (blis.PVC/PVDC-perf.),L01EB03,72,N,3.02
1651,GIOTRIF 30 mg filmom obalené tablety,O,tbl flm 28x1x30 mg (blis.PVC/PVDC-perf.),L01EB03,14,N,12.34
1652,GIOTRIF 40 mg filmom obalené tablety,O,tbl flm 28x1x40 mg (blis.PVC/PVDC-perf.),L01EB03,94,N,10.37
1653,"Glepark 0,18 mg",1G,"tbl 100x0,18 mg (blis.Al/Al)",N04BC05,88,A,13.79
1654,"Glepark 0,7 mg",1G,"tbl 100x0,7 mg (blis.Al/Al)",N04BC05,88,A,8.93
1655,Gletor 20 mg,1G,tbl flm 100x20 mg (blis.OPA/Al/PVC/Al),C10AA05,46,N,14.45
1656,Glezisim 10 mg/20 mg tablety,1G,tbl 28x10 mg/20 mg (blis.PVC/Al/OPA/Al),C10BA02,95,N,5.01
1657,Glezisim 10 mg/20 mg tablety,1G,tbl 98x10 mg/20 mg (blis.PVC/Al/OPA/Al),C10BA02,32,A,6.85
1658,Glezisim 10 mg/40 mg tablety,1G,tbl 28x10 mg/40 mg (blis.PVC/Al/OPA/Al),C10BA02,88,N,13.27
1659,Glezisim 10 mg/40 mg tablety,1G,tbl 98x10 mg/40 mg (blis.PVC/Al/OPA/Al),C10BA02,48,N,12.12
1660,Glibomet,O,"tbl flm 100x2,5 mg/400 mg (blis.PVC/PE/PVDC/Al)",A10BD02,26,N,5.47
1661,Gliclada 30 mg,1G,tbl mod 120x30 mg (blis.PVC/Al),A10BB09,82,N,13.55
1662,Gliclada 30 mg,1G,tbl mod 180x30 mg (blis.PVC/Al),A10BB09,60,N,8.18
1663,Gliclada 60 mg,1G,tbl mod 60x60 mg (blis.PVC/PVDC/Al),A10BB09,81,N,2.48
1664,Gliclada 60 mg,1G,tbl mod 90x60 mg (blis.PVC/PVDC/Al),A10BB09,60,N,5.87
1665,Gliclada 90 mg,1G,tbl mod 30x1x90 mg (blis.OPA/Al/PVC/Al-jednotliv.dávka),A10BB09,24,A,2.65
